Shop_ID,Shop_Name,Region,Province,District_Anchor,Shop_Lat,Shop_Lon,Visit_Status,Checkin_Time,User_Lat,User_Lon,Distance_m,Remark
S01684,ท็อป มาร์เก็ต,Central & West,Ratchaburi,Mueang,13.471976,99.810686,Checked-in,2025-12-04 08:42:12,13.472142,99.810401,35.0,Normal
S01685,สยาม ค้าวัสดุ,East,Chachoengsao,Mueang,13.753229,101.102458,Checked-in,2025-12-05 12:57:52,13.753524,101.102581,35.0,Normal
S01686,มั่นคง เบเกอรี่,East,Chon Buri,Pattaya,12.850784,100.835721,Checked-in,2025-12-09 17:30:07,12.850606,100.835927,29.0,Normal
S01687,แสงทอง ค้าวัสดุ,Isan,Nakhon Ratchasima,Phimai,15.174791,102.572187,Checked-in,2025-12-08 10:56:20,15.174493,102.572417,41.0,Normal
S01688,รุ่งโรจน์ สโตร์,Isan,Buriram,Mueang,15.004138,103.087256,Checked-in,2025-12-07 17:14:23,15.004388,103.087491,37.0,Normal
S01689,โชคดี อิเล็คทริค,North,Nakhon Sawan,Mueang,15.710339,100.178627,Checked-in,2025-12-07 13:01:52,15.710236,100.178757,18.0,Normal
S01690,สยาม มาร์เก็ต,North,Chiang Mai,Mueang,18.775439,98.963729,Checked-in,2025-12-02 13:12:35,18.775484,98.963894,18.0,Normal
S01691,แสงทอง โอสถ,Bangkok-Metro,Nonthaburi,Mueang,13.84029,100.488551,Missed,,,,,-
S01692,ท็อป ค้าวัสดุ,Central & West,Saraburi,Mueang,14.480146,100.846419,Checked-in,2025-12-07 11:13:00,14.480158,100.846389,3.0,Normal
S01693,แสงทอง สโตร์,South,Songkhla,Hat Yai,6.973826,100.422803,Missed,,,,,-
S01694,มั่นคง สโตร์,Bangkok-Metro,Bangkok,Min Buri,13.803128,100.773202,Missed,,,,,-
S01695,ท็อป อิเล็คทริค,East,Rayong,Pluak Daeng,13.042615,101.240136,Missed,,,,,-
S01696,แสงทอง มาร์เก็ต,South,Phuket,Mueang,7.881479,98.314354,Checked-in,2025-12-05 15:28:09,7.881321,98.314261,20.0,Normal
S01697,สมชาย โอสถ,South,Surat Thani,Koh Samui,9.544939,100.013591,Missed,,,,,-
S01698,ไทย สโตร์,Bangkok-Metro,Samut Prakan,Bang Phli,13.59668,100.722221,Checked-in,2025-12-07 13:52:35,13.596851,100.72231,21.0,Normal
S01699,มั่นคง ค้าวัสดุ,Bangkok-Metro,Bangkok,Min Buri,13.793801,100.776259,Missed,,,,,-
S01700,เจริญ สโตร์,South,Surat Thani,Mueang,9.206171,99.355457,Checked-in,2025-12-02 09:56:27,9.206323,99.355609,23.0,Normal
S01701,บิ๊ก โอสถ,Isan,Udon Thani,Mueang,17.387681,102.819015,Missed,,,,,-
S01702,สยาม เบเกอรี่,North,Phitsanulok,Mueang,16.846186,100.309228,Checked-in,2025-12-06 13:24:41,16.846017,100.309064,25.0,Normal
S01703,ท็อป เบเกอรี่,Bangkok-Metro,Samut Prakan,Mueang,13.598573,100.601459,Missed,,,,,-
S01704,เจริญ เทรดดิ้ง,Bangkok-Metro,Bangkok,Min Buri,13.839944,100.754899,Checked-in,2025-12-06 16:12:09,13.839665,100.754709,37.0,Normal
S01705,ไทย การเกษตร,North,Chiang Mai,Hang Dong,18.686503,98.955045,Checked-in,2025-12-06 09:16:05,18.686331,98.955183,24.0,Normal
S01706,เพิ่มพูน เทรดดิ้ง,East,Chachoengsao,Mueang,13.715809,101.016348,Checked-in,2025-12-05 08:11:49,13.716014,101.01663,38.0,Normal
S01707,เพิ่มพูน เบเกอรี่,Isan,Ubon Ratchathani,Mueang,15.220133,104.918638,Checked-in,2025-12-06 15:08:15,15.220062,104.918493,17.0,Normal
S01708,เจริญ การเกษตร,South,Nakhon Si Thammarat,Mueang,8.431986,99.89282,Checked-in,2025-12-02 10:32:49,8.432245,99.892858,29.0,Normal
S01709,บิ๊ก โอสถ,Bangkok-Metro,Bangkok,Chatuchak,13.783095,100.529361,Checked-in,2025-12-07 11:30:52,13.78287,100.529088,38.0,Normal
S01710,รุ่งโรจน์ อิเล็คทริค,Bangkok-Metro,Nonthaburi,Mueang,13.876566,100.520875,Missed,,,,,-
S01711,เพิ่มพูน มาร์เก็ต,Central & West,Ayutthaya,Mueang,14.326234,100.530767,Checked-in,2025-12-07 14:57:48,14.326465,100.530528,36.0,Normal
S01712,โชคดี คาเฟ่,Central & West,Saraburi,Mueang,14.578797,100.896416,Checked-in,2025-12-07 16:59:20,14.57889,100.896361,11.0,Normal
S01713,สมชาย คาเฟ่,Bangkok-Metro,Bangkok,Bang Na,13.641228,100.612371,Checked-in,2025-12-09 14:20:56,13.641066,100.612664,36.0,Normal
S01714,สยาม เทรดดิ้ง,East,Rayong,Pluak Daeng,13.023525,101.176639,Missed,,,,,-
S01715,เจริญ โอสถ,South,Songkhla,Hat Yai,6.959899,100.46735,Checked-in,2025-12-03 10:04:21,6.959859,100.467319,5.0,Normal
S01716,เจริญ โอสถ,Bangkok-Metro,Nonthaburi,Mueang,13.883441,100.521178,Checked-in,2025-12-07 08:23:56,13.883705,100.52139,37.0,Normal
S01717,ทวีทรัพย์ มาร์เก็ต,Isan,Khon Kaen,Mueang,16.520021,102.912403,Missed,,,,,-
S01718,รุ่งโรจน์ คาเฟ่,Isan,Ubon Ratchathani,Mueang,15.26984,104.858431,Missed,,,,,-
S01719,รุ่งโรจน์ มาร์เก็ต,North,Nakhon Sawan,Mueang,15.746162,100.084728,Missed,,,,,-
S01720,ท็อป สโตร์,Central & West,Kanchanaburi,Mueang,14.024339,99.451228,Checked-in,2025-12-06 16:48:30,14.024118,99.451275,25.0,Normal
S01721,สมชาย ค้าวัสดุ,Bangkok-Metro,Bangkok,Bang Khae,13.715697,100.432406,Checked-in,2025-12-05 17:44:19,13.71594,100.432165,37.0,Normal
S01722,สมชาย มาร์เก็ต,Central & West,Prachuap Khiri Khan,Hua Hin,12.591623,99.954858,Checked-in,2025-12-02 14:33:07,12.591399,99.954667,32.0,Normal
S01723,ไทย การเกษตร,North,Nakhon Sawan,Mueang,15.66423,100.07265,Checked-in,2025-12-03 08:48:50,15.664386,100.072763,21.0,Normal
S01724,สยาม คาเฟ่,Bangkok-Metro,Nonthaburi,Mueang,13.88659,100.526792,Missed,,,,,-
S01725,บิ๊ก การเกษตร,North,Phitsanulok,Mueang,16.816249,100.307547,Checked-in,2025-12-01 09:30:32,16.816133,100.307252,34.0,Normal
S01726,บิ๊ก อิเล็คทริค,Bangkok-Metro,Pathum Thani,Rangsit,13.970551,100.625027,Missed,,,,,-
S01727,บิ๊ก เบเกอรี่,Isan,Nakhon Ratchasima,Phimai,15.281946,102.536715,Checked-in,2025-12-03 14:59:51,15.281818,102.536483,28.0,Normal
S01728,บิ๊ก สโตร์,Bangkok-Metro,Pathum Thani,Rangsit,13.988209,100.626236,Missed,,,,,-
S01729,รุ่งโรจน์ โอสถ,Bangkok-Metro,Samut Prakan,Bang Phli,13.589132,100.725217,Checked-in,2025-12-09 14:50:13,13.589063,100.725368,18.0,Normal
S01730,รุ่งโรจน์ เทรดดิ้ง,South,Nakhon Si Thammarat,Thung Song,8.191591,99.726225,Checked-in,2025-12-08 08:55:00,8.191584,99.72615,8.0,Normal
S01731,เจริญ ค้าวัสดุ,Isan,Ubon Ratchathani,Mueang,15.206415,104.860186,Checked-in,2025-12-08 08:11:49,15.206144,104.860285,31.0,Normal
S01732,ทวีทรัพย์ เทรดดิ้ง,North,Lampang,Mueang,18.317769,99.51293,Checked-in,2025-12-01 12:22:43,18.318012,99.512923,27.0,Normal
S01733,มั่นคง เบเกอรี่,Bangkok-Metro,Samut Prakan,Bang Phli,13.602502,100.717699,Checked-in,2025-12-05 13:21:47,13.602713,100.717595,26.0,Normal
S01734,โชคดี เบเกอรี่,East,Rayong,Mueang,12.702801,101.341419,Missed,,,,,-
S01735,แสงทอง การเกษตร,Isan,Udon Thani,Mueang,17.35713,102.860453,Checked-in,2025-12-05 08:00:36,17.330069,102.887061,4126.0,Suspicious (>500m)
S01736,สมชาย โอสถ,North,Lampang,Mueang,18.352901,99.476854,Checked-in,2025-12-01 10:06:20,18.352978,99.476657,22.0,Normal
S01737,เจริญ พานิช,North,Nakhon Sawan,Mueang,15.739971,100.083174,Missed,,,,,-
S01738,ทวีทรัพย์ โอสถ,Bangkok-Metro,Samut Prakan,Bang Phli,13.628441,100.697758,Checked-in,2025-12-01 09:19:27,13.628399,100.6975,28.0,Normal
S01739,โชคดี คาเฟ่,East,Chachoengsao,Mueang,13.63092,101.078565,Checked-in,2025-12-02 09:28:39,13.630844,101.078691,16.0,Normal
S01740,สยาม การเกษตร,Central & West,Kanchanaburi,Mueang,13.990127,99.550344,Checked-in,2025-12-01 16:50:21,13.990088,99.550065,30.0,Normal
S01741,ท็อป เบเกอรี่,North,Nakhon Sawan,Mueang,15.77516,100.159656,Missed,,,,,-
S01742,สมชาย มาร์เก็ต,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.908287,100.69189,Checked-in,2025-12-05 14:05:54,13.866611,100.733724,6470.0,Suspicious (>500m)
S01743,สยาม สโตร์,Central & West,Kanchanaburi,Mueang,13.951178,99.466402,Missed,,,,,-
S01744,ทวีทรัพย์ พานิช,Bangkok-Metro,Bangkok,Bang Na,13.670587,100.58705,Missed,,,,,-
S01745,แสงทอง อิเล็คทริค,Bangkok-Metro,Pathum Thani,Rangsit,14.016443,100.591802,Checked-in,2025-12-05 09:25:00,13.995623,100.584768,2436.0,Suspicious (>500m)
S01746,ทวีทรัพย์ สโตร์,East,Rayong,Pluak Daeng,12.98698,101.262617,Checked-in,2025-12-05 08:03:23,12.987038,101.26276,16.0,Normal
S01747,บิ๊ก โอสถ,East,Rayong,Mueang,12.702497,101.283756,Missed,,,,,-
S01748,มั่นคง คาเฟ่,Bangkok-Metro,Nonthaburi,Bang Yai,13.838147,100.386108,Checked-in,2025-12-03 12:51:36,13.837936,100.385838,37.0,Normal
S01749,ท็อป พานิช,Isan,Udon Thani,Mueang,17.392012,102.74648,Checked-in,2025-12-01 11:11:58,17.391969,102.746342,15.0,Normal
S01750,ทวีทรัพย์ การเกษตร,Central & West,Ratchaburi,Mueang,13.466682,99.769628,Missed,,,,,-
S01751,แสงทอง สโตร์,East,Chachoengsao,Mueang,13.612835,101.009787,Checked-in,2025-12-02 12:17:35,13.612727,101.009934,19.0,Normal
S01752,ทวีทรัพย์ เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Mueang,13.873478,100.538271,Checked-in,2025-12-03 14:50:31,13.873765,100.538555,44.0,Normal
S01753,ท็อป พานิช,East,Rayong,Pluak Daeng,13.016208,101.198658,Checked-in,2025-12-03 10:10:00,13.015989,101.19866,24.0,Normal
S01754,โชคดี การเกษตร,Central & West,Prachuap Khiri Khan,Hua Hin,12.494364,99.950781,Checked-in,2025-12-03 09:06:47,12.494385,99.950686,10.0,Normal
S01755,รุ่งโรจน์ คาเฟ่,South,Songkhla,Hat Yai,7.026349,100.425032,Checked-in,2025-12-02 16:54:15,7.026631,100.424903,34.0,Normal
S01756,แสงทอง เบเกอรี่,Isan,Udon Thani,Mueang,17.417334,102.819193,Missed,,,,,-
S01757,บิ๊ก พานิช,Isan,Buriram,Mueang,14.948738,103.177479,Checked-in,2025-12-03 10:28:31,14.948715,103.177476,2.0,Normal
S01758,บิ๊ก คาเฟ่,Isan,Nakhon Ratchasima,Pak Chong,14.718983,101.433235,Checked-in,2025-12-02 10:22:05,14.719023,101.433084,16.0,Normal
S01759,ทวีทรัพย์ พานิช,Central & West,Kanchanaburi,Mueang,13.950506,99.601887,Checked-in,2025-12-06 09:47:17,13.950366,99.602158,33.0,Normal
S01760,แสงทอง เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Mueang,13.878546,100.49217,Checked-in,2025-12-01 08:32:47,13.878458,100.492347,21.0,Normal
S01761,แสงทอง ค้าวัสดุ,Bangkok-Metro,Pathum Thani,Rangsit,13.983612,100.609656,Checked-in,2025-12-04 08:57:58,13.989003,100.56003,5388.0,Suspicious (>500m)
S01762,สมชาย พานิช,South,Surat Thani,Koh Samui,9.563868,99.941498,Missed,,,,,-
S01763,สยาม ค้าวัสดุ,Central & West,Ayutthaya,Mueang,14.284007,100.561277,Checked-in,2025-12-07 17:09:41,14.283923,100.561436,19.0,Normal
S01764,โชคดี สโตร์,Bangkok-Metro,Nonthaburi,Mueang,13.857593,100.486574,Checked-in,2025-12-08 12:43:14,13.85782,100.486655,26.0,Normal
S01765,เจริญ การเกษตร,North,Lampang,Mueang,18.238989,99.531857,Checked-in,2025-12-08 09:45:13,18.239273,99.531617,40.0,Normal
S01766,ทวีทรัพย์ สโตร์,East,Chon Buri,Pattaya,12.915241,100.868675,Checked-in,2025-12-05 13:40:44,12.917391,100.915167,5044.0,Suspicious (>500m)
S01767,แสงทอง มาร์เก็ต,Isan,Khon Kaen,Mueang,16.488886,102.792438,Checked-in,2025-12-02 12:27:38,16.488728,102.792334,20.0,Normal
S01768,เจริญ ค้าวัสดุ,Bangkok-Metro,Nonthaburi,Bang Yai,13.840589,100.366186,Checked-in,2025-12-07 14:31:56,13.840536,100.366004,20.0,Normal
S01769,สยาม การเกษตร,Central & West,Ratchaburi,Mueang,13.479144,99.850039,Checked-in,2025-12-01 10:25:37,13.479176,99.850039,3.0,Normal
S01770,เจริญ เบเกอรี่,Bangkok-Metro,Nonthaburi,Mueang,13.865252,100.510379,Checked-in,2025-12-08 14:00:26,13.865519,100.510366,29.0,Normal
S01771,โชคดี สโตร์,North,Chiang Mai,Mueang,18.806528,98.990197,Checked-in,2025-12-05 09:14:55,18.806594,98.990432,25.0,Normal
S01772,โชคดี มาร์เก็ต,Isan,Udon Thani,Mueang,17.382026,102.750729,Checked-in,2025-12-03 11:12:25,17.382273,102.750438,41.0,Normal
S01773,โชคดี สโตร์,Isan,Buriram,Mueang,14.943771,103.115452,Checked-in,2025-12-08 11:22:58,14.943949,103.115604,25.0,Normal
S01774,สมชาย ค้าวัสดุ,Bangkok-Metro,Nonthaburi,Bang Yai,13.842379,100.344137,Checked-in,2025-12-05 14:26:50,13.842143,100.34387,38.0,Normal
S01775,เพิ่มพูน อิเล็คทริค,Bangkok-Metro,Pathum Thani,Rangsit,13.992819,100.607347,Checked-in,2025-12-03 17:00:56,13.992622,100.607355,21.0,Normal
S01776,ท็อป การเกษตร,East,Rayong,Pluak Daeng,13.008499,101.268333,Missed,,,,,-
S01777,มั่นคง โอสถ,Bangkok-Metro,Pathum Thani,Rangsit,13.977444,100.605618,Missed,,,,,-
S01778,ไทย อิเล็คทริค,Isan,Nakhon Ratchasima,Mueang (Korat),14.900222,102.029128,Missed,,,,,-
S01779,โชคดี อิเล็คทริค,North,Nakhon Sawan,Mueang,15.635732,100.076827,Missed,,,,,-
S01780,รุ่งโรจน์ เบเกอรี่,Bangkok-Metro,Nonthaburi,Bang Yai,13.869915,100.356499,Checked-in,2025-12-01 10:26:19,13.870205,100.356255,41.0,Normal
S01781,สยาม เบเกอรี่,East,Chachoengsao,Mueang,13.723342,101.121027,Checked-in,2025-12-02 11:02:01,13.723431,101.121155,17.0,Normal
S01782,บิ๊ก เบเกอรี่,North,Nakhon Sawan,Mueang,15.74091,100.079976,Checked-in,2025-12-02 08:28:32,15.740753,100.080059,19.0,Normal
S01783,สยาม พานิช,Bangkok-Metro,Samut Prakan,Mueang,13.628898,100.58075,Checked-in,2025-12-03 15:22:32,13.628803,100.580488,30.0,Normal
S01784,ไทย ค้าวัสดุ,East,Chachoengsao,Mueang,13.62025,101.121355,Checked-in,2025-12-09 17:13:34,13.620409,101.121306,18.0,Normal
S01785,ไทย โอสถ,North,Lampang,Mueang,18.25449,99.416807,Checked-in,2025-12-02 11:14:15,18.254227,99.416789,29.0,Normal
S01786,สยาม เทรดดิ้ง,Isan,Khon Kaen,Chum Phae,16.59,102.052235,Missed,,,,,-
S01787,ทวีทรัพย์ เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Mueang,13.853476,100.500088,Checked-in,2025-12-05 08:25:43,13.853329,100.500308,28.0,Normal
S01788,เจริญ มาร์เก็ต,Isan,Khon Kaen,Mueang,16.407816,102.896307,Checked-in,2025-12-07 13:12:36,16.407647,102.896161,24.0,Normal
S01789,สยาม คาเฟ่,South,Phuket,Mueang,7.916804,98.434557,Missed,,,,,-
S01790,สมชาย พานิช,North,Lampang,Mueang,18.261364,99.495443,Missed,,,,,-
S01791,สมชาย เบเกอรี่,Bangkok-Metro,Samut Prakan,Bang Phli,13.609174,100.735798,Missed,,,,,-
S01792,รุ่งโรจน์ อิเล็คทริค,Central & West,Ratchaburi,Mueang,13.470744,99.883675,Missed,,,,,-
S01793,เพิ่มพูน คาเฟ่,Bangkok-Metro,Samut Prakan,Bang Phli,13.601546,100.69124,Checked-in,2025-12-05 16:16:30,13.601406,100.691127,19.0,Normal
S01794,เจริญ มาร์เก็ต,Bangkok-Metro,Bangkok,Chatuchak,13.777008,100.526063,Checked-in,2025-12-04 10:22:12,13.777214,100.526078,22.0,Normal
S01795,โชคดี การเกษตร,Central & West,Kanchanaburi,Mueang,14.066585,99.583697,Missed,,,,,-
S01796,บิ๊ก การเกษตร,Isan,Nakhon Ratchasima,Pak Chong,14.729356,101.372031,Missed,,,,,-
S01797,สยาม เบเกอรี่,East,Rayong,Pluak Daeng,12.919067,101.233415,Checked-in,2025-12-05 16:29:11,12.918995,101.233337,11.0,Normal
S01798,รุ่งโรจน์ คาเฟ่,Bangkok-Metro,Nonthaburi,Bang Yai,13.831936,100.361261,Missed,,,,,-
S01799,โชคดี การเกษตร,Isan,Nakhon Ratchasima,Mueang (Korat),15.02046,102.07822,Checked-in,2025-12-03 15:23:38,15.02038,102.078388,20.0,Normal
S01800,มั่นคง การเกษตร,Central & West,Kanchanaburi,Mueang,14.025958,99.540577,Missed,,,,,-
S01801,มั่นคง ค้าวัสดุ,South,Nakhon Si Thammarat,Mueang,8.476528,99.921048,Checked-in,2025-12-05 12:32:18,8.476288,99.920803,37.0,Normal
S01802,มั่นคง ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Bang Phli,13.59751,100.737855,Missed,,,,,-
S01803,สมชาย ค้าวัสดุ,North,Nakhon Sawan,Mueang,15.711395,100.139276,Checked-in,2025-12-04 14:39:46,15.711574,100.139193,21.0,Normal
S01804,บิ๊ก การเกษตร,North,Chiang Mai,Hang Dong,18.73011,98.98363,Missed,,,,,-
S01805,แสงทอง การเกษตร,Isan,Nakhon Ratchasima,Phimai,15.22589,102.527198,Checked-in,2025-12-05 17:10:48,15.22567,102.52713,25.0,Normal
S01806,โชคดี โอสถ,Bangkok-Metro,Pathum Thani,Rangsit,13.970499,100.646128,Checked-in,2025-12-05 11:20:52,13.970513,100.646003,13.0,Normal
S01807,เพิ่มพูน มาร์เก็ต,East,Chachoengsao,Mueang,13.766016,101.041257,Missed,,,,,-
S01808,เพิ่มพูน เทรดดิ้ง,Isan,Khon Kaen,Mueang,16.424074,102.814755,Checked-in,2025-12-09 16:11:27,16.424054,102.815032,29.0,Normal
S01809,มั่นคง โอสถ,Isan,Khon Kaen,Chum Phae,16.59112,102.042881,Missed,,,,,-
S01810,ทวีทรัพย์ พานิช,North,Nakhon Sawan,Mueang,15.730915,100.077712,Checked-in,2025-12-04 11:47:46,15.731128,100.077606,26.0,Normal
S01811,ทวีทรัพย์ คาเฟ่,East,Chachoengsao,Mueang,13.768495,101.055026,Checked-in,2025-12-08 10:56:50,13.768771,101.055197,35.0,Normal
S01812,เจริญ สโตร์,Isan,Udon Thani,Mueang,17.379046,102.760529,Checked-in,2025-12-02 16:46:10,17.379167,102.760434,16.0,Normal
S01813,แสงทอง ค้าวัสดุ,Bangkok-Metro,Bangkok,Min Buri,13.79154,100.765451,Checked-in,2025-12-08 10:04:55,13.791549,100.765284,18.0,Normal
S01814,บิ๊ก สโตร์,Central & West,Saraburi,Mueang,14.476595,100.86305,Missed,,,,,-
S01815,ท็อป มาร์เก็ต,Isan,Khon Kaen,Chum Phae,16.581303,102.082904,Missed,,,,,-
S01816,สมชาย คาเฟ่,East,Rayong,Pluak Daeng,13.034847,101.181216,Missed,,,,,-
S01817,ทวีทรัพย์ เทรดดิ้ง,North,Nakhon Sawan,Mueang,15.647491,100.210485,Checked-in,2025-12-03 14:33:41,15.607829,100.174989,5822.0,Suspicious (>500m)
S01818,ไทย มาร์เก็ต,East,Rayong,Mueang,12.694917,101.291147,Missed,,,,,-
S01819,บิ๊ก คาเฟ่,Isan,Ubon Ratchathani,Mueang,15.168814,104.900399,Checked-in,2025-12-02 09:24:20,15.168936,104.900518,18.0,Normal
S01820,โชคดี ค้าวัสดุ,Central & West,Kanchanaburi,Mueang,14.081768,99.459489,Missed,,,,,-
S01821,รุ่งโรจน์ พานิช,Isan,Buriram,Mueang,15.071764,103.131165,Checked-in,2025-12-06 16:44:14,15.071889,103.131041,19.0,Normal
S01822,แสงทอง การเกษตร,Bangkok-Metro,Bangkok,Min Buri,13.812204,100.729466,Checked-in,2025-12-07 11:19:22,13.812132,100.729538,11.0,Normal
S01823,สมชาย มาร์เก็ต,Isan,Khon Kaen,Mueang,16.383943,102.771672,Missed,,,,,-
S01824,บิ๊ก มาร์เก็ต,Bangkok-Metro,Pathum Thani,Rangsit,13.969224,100.615098,Missed,,,,,-
S01825,รุ่งโรจน์ สโตร์,North,Lampang,Mueang,18.306067,99.537057,Checked-in,2025-12-04 08:06:01,18.306323,99.536814,38.0,Normal
S01826,โชคดี คาเฟ่,East,Chachoengsao,Mueang,13.667002,101.033099,Checked-in,2025-12-01 12:06:30,13.622974,100.993695,6488.0,Suspicious (>500m)
S01827,เพิ่มพูน มาร์เก็ต,North,Lampang,Mueang,18.363556,99.46728,Checked-in,2025-12-06 13:03:48,18.363507,99.467232,7.0,Normal
S01828,รุ่งโรจน์ โอสถ,South,Phuket,Mueang,7.825048,98.446881,Missed,,,,,-
S01829,สมชาย เบเกอรี่,Isan,Khon Kaen,Chum Phae,16.616991,102.134689,Checked-in,2025-12-08 08:21:44,16.617184,102.134503,29.0,Normal
S01830,รุ่งโรจน์ มาร์เก็ต,East,Chachoengsao,Mueang,13.680866,101.068471,Missed,,,,,-
S01831,ทวีทรัพย์ การเกษตร,Central & West,Ratchaburi,Mueang,13.572508,99.818727,Checked-in,2025-12-08 14:41:09,13.572797,99.818835,34.0,Normal
S01832,แสงทอง ค้าวัสดุ,Central & West,Ayutthaya,Mueang,14.355636,100.58405,Checked-in,2025-12-08 10:01:51,14.355642,100.584179,13.0,Normal
S01833,มั่นคง คาเฟ่,Bangkok-Metro,Bangkok,Bang Na,13.673967,100.602353,Checked-in,2025-12-06 15:48:27,13.673934,100.602091,28.0,Normal
S01834,โชคดี สโตร์,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.943594,100.700987,Checked-in,2025-12-02 10:15:12,13.943318,100.701037,31.0,Normal
S01835,มั่นคง โอสถ,East,Chachoengsao,Mueang,13.67034,101.100932,Missed,,,,,-
S01836,แสงทอง มาร์เก็ต,North,Chiang Rai,Mae Sai,20.481429,99.95378,Checked-in,2025-12-09 12:59:37,20.481509,99.953532,27.0,Normal
S01837,สมชาย ค้าวัสดุ,North,Nakhon Sawan,Mueang,15.621846,100.124666,Checked-in,2025-12-09 08:45:56,15.62185,100.124741,7.0,Normal
S01838,รุ่งโรจน์ มาร์เก็ต,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.91468,100.695521,Checked-in,2025-12-04 12:10:21,13.914626,100.695564,7.0,Normal
S01839,โชคดี คาเฟ่,Central & West,Ayutthaya,Mueang,14.38245,100.491975,Checked-in,2025-12-08 11:44:45,14.382173,100.491766,38.0,Normal
S01840,สยาม พานิช,Isan,Buriram,Mueang,14.950918,103.08964,Checked-in,2025-12-02 14:57:01,14.951062,103.089505,21.0,Normal
S01841,บิ๊ก มาร์เก็ต,North,Chiang Rai,Mae Sai,20.492221,99.827445,Checked-in,2025-12-06 10:41:19,20.492419,99.827236,30.0,Normal
S01842,เพิ่มพูน คาเฟ่,Bangkok-Metro,Nonthaburi,Bang Yai,13.816566,100.375357,Missed,,,,,-
S01843,สยาม เทรดดิ้ง,South,Phuket,Mueang,7.812881,98.46921,Checked-in,2025-12-05 08:18:08,7.812836,98.469001,23.0,Normal
S01844,สยาม มาร์เก็ต,Isan,Ubon Ratchathani,Mueang,15.287976,104.880995,Checked-in,2025-12-07 09:56:10,15.288039,104.881185,21.0,Normal
S01845,รุ่งโรจน์ อิเล็คทริค,Isan,Buriram,Mueang,14.922306,103.133977,Missed,,,,,-
S01846,ทวีทรัพย์ พานิช,Isan,Ubon Ratchathani,Mueang,15.2075,104.77332,Missed,,,,,-
S01847,เพิ่มพูน เบเกอรี่,East,Chachoengsao,Mueang,13.690692,101.099665,Checked-in,2025-12-06 13:29:03,13.690818,101.09988,27.0,Normal
S01848,เจริญ ค้าวัสดุ,East,Rayong,Pluak Daeng,12.892282,101.27592,Checked-in,2025-12-09 12:46:07,12.854997,101.281587,4191.0,Suspicious (>500m)
S01849,โชคดี ค้าวัสดุ,North,Chiang Mai,Hang Dong,18.706889,98.927124,Missed,,,,,-
S01850,สมชาย เทรดดิ้ง,South,Phuket,Mueang,7.876468,98.471321,Checked-in,2025-12-08 17:36:05,7.876591,98.471346,13.0,Normal
S01851,แสงทอง โอสถ,Bangkok-Metro,Samut Prakan,Mueang,13.610737,100.58681,Checked-in,2025-12-08 15:51:58,13.610933,100.58654,36.0,Normal
S01852,บิ๊ก การเกษตร,Bangkok-Metro,Nonthaburi,Mueang,13.861206,100.538213,Checked-in,2025-12-02 08:37:59,13.86124,100.538166,6.0,Normal
S01853,แสงทอง มาร์เก็ต,East,Chachoengsao,Mueang,13.738906,101.125854,Checked-in,2025-12-04 15:10:51,13.739029,101.125831,13.0,Normal
S01854,เพิ่มพูน เบเกอรี่,Isan,Buriram,Mueang,15.03614,103.102559,Checked-in,2025-12-06 15:42:01,15.036156,103.102487,7.0,Normal
S01855,เพิ่มพูน ค้าวัสดุ,Isan,Khon Kaen,Chum Phae,16.55849,102.034865,Missed,,,,,-
S01856,ทวีทรัพย์ เบเกอรี่,East,Chon Buri,Mueang,13.353345,100.987997,Checked-in,2025-12-04 16:02:45,13.353383,100.988182,20.0,Normal
S01857,แสงทอง ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Mueang,13.58238,100.577775,Checked-in,2025-12-03 10:11:46,13.582284,100.577783,10.0,Normal
S01858,ท็อป ค้าวัสดุ,Isan,Nakhon Ratchasima,Mueang (Korat),14.917073,102.076552,Missed,,,,,-
S01859,เจริญ พานิช,South,Songkhla,Hat Yai,6.996447,100.441752,Checked-in,2025-12-09 16:04:01,6.957379,100.479683,6033.0,Suspicious (>500m)
S01860,แสงทอง เทรดดิ้ง,Isan,Nakhon Ratchasima,Pak Chong,14.706854,101.452053,Checked-in,2025-12-04 09:01:24,14.707042,101.452005,21.0,Normal
S01861,โชคดี อิเล็คทริค,East,Rayong,Pluak Daeng,12.986328,101.144273,Checked-in,2025-12-05 12:44:14,12.986415,101.144149,16.0,Normal
S01862,โชคดี ค้าวัสดุ,North,Chiang Rai,Mueang,19.961424,99.829027,Missed,,,,,-
S01863,ทวีทรัพย์ สโตร์,Bangkok-Metro,Nonthaburi,Bang Yai,13.849101,100.36446,Missed,,,,,-
S01864,เพิ่มพูน มาร์เก็ต,East,Chachoengsao,Mueang,13.680352,101.149406,Missed,,,,,-
S01865,บิ๊ก การเกษตร,Bangkok-Metro,Pathum Thani,Rangsit,13.998597,100.644861,Checked-in,2025-12-03 16:33:19,13.998798,100.645061,31.0,Normal
